weekday,hour,games
0,0,0
0,1,1
0,2,16
0,3,1
0,4,1
0,5,2
0,6,21
0,7,2
0,8,0
0,9,0
0,10,2
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,39
0,18,18
0,19,0
0,20,0
0,21,0
0,22,0
0,23,1
1,0,0
1,1,25
1,2,0
1,3,18
1,4,0
1,5,18
1,6,0
1,7,0
1,8,1
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,0
1,20,0
1,21,1
1,22,0
1,23,0
2,0,0
2,1,51
2,2,11
2,3,0
2,4,28
2,5,15
2,6,0
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,0
2,16,0
2,17,0
2,18,0
2,19,0
2,20,0
2,21,0
2,22,0
2,23,0
3,0,18
3,1,0
3,2,2
3,3,2
3,4,0
3,5,0
3,6,0
3,7,0
3,8,8
3,9,0
3,10,0
3,11,0
3,12,0
3,13,1
3,14,0
3,15,0
3,16,1
3,17,0
3,18,0
3,19,0
3,20,0
3,21,0
3,22,0
3,23,0
4,0,4
4,1,0
4,2,1
4,3,0
4,4,0
4,5,0
4,6,1
4,7,0
4,8,0
4,9,0
4,10,0
4,11,0
4,12,0
4,13,0
4,14,0
4,15,0
4,16,0
4,17,0
4,18,0
4,19,0
4,20,0
4,21,0
4,22,1
4,23,0
5,0,0
5,1,1
5,2,2
5,3,0
5,4,1
5,5,0
5,6,1
5,7,1
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0
5,14,0
5,15,0
5,16,0
5,17,0
5,18,0
5,19,2
5,20,0
5,21,0
5,22,0
5,23,18
6,0,0
6,1,3
6,2,1
6,3,1
6,4,1
6,5,21
6,6,4
6,7,3
6,8,3
6,9,1
6,10,1
6,11,0
6,12,0
6,13,0
6,14,0
6,15,0
6,16,0
6,17,0
6,18,0
6,19,16
6,20,0
6,21,18
6,22,0
6,23,1
