date,Solo,Random 2v2,Random 3v3,Random 4v4,Arranged 2v2,Arranged 3v3,Arranged 4v4,Tournament,FFA
2017-04-22,1826,692,67,626,215,4,0,161,6
2017-04-23,1866,686,56,687,193,5,1,33,6
2017-04-24,1494,604,54,541,150,4,0,1,3
2017-04-25,1587,601,46,522,108,0,0,98,3
2017-04-26,1564,554,58,504,137,0,0,43,3
2017-04-27,1559,536,54,460,119,0,0,9,8
2017-04-28,1481,524,45,487,86,0,2,110,2
2017-04-29,1705,678,63,535,101,0,0,30,5
2017-04-30,1719,630,61,563,104,11,1,215,3
2017-05-01,1933,804,80,651,162,10,0,1,13
2017-05-02,1608,612,39,565,114,0,0,5,6
2017-05-03,1469,551,39,500,87,0,1,62,2
2017-05-04,1473,557,46,467,92,0,0,14,4
2017-05-05,1596,570,50,526,89,0,0,29,6
2017-05-06,1820,627,54,601,157,1,0,317,8
2017-05-07,1992,700,55,628,125,1,0,12,9
2017-05-08,1868,606,52,560,99,4,0,0,5
2017-05-09,1726,522,39,534,81,1,4,65,4
2017-05-10,1614,471,38,443,66,0,4,25,2
2017-05-11,1441,469,32,438,69,0,1,3,1
2017-05-12,1613,504,34,477,92,1,0,19,5
2017-05-13,1929,650,62,586,148,1,0,288,6
2017-05-14,1896,619,57,614,156,1,0,28,10
2017-05-15,1581,472,35,489,103,2,0,1,6
2017-05-16,1493,511,49,496,68,2,0,146,3
2017-05-17,1597,505,34,497,109,0,0,73,1
2017-05-18,1677,523,38,442,81,0,2,5,3
2017-05-19,1577,534,47,522,155,0,0,201,3
2017-05-20,1959,684,42,657,132,0,0,43,4
2017-05-21,1813,637,61,605,209,1,0,256,4
2017-05-22,1533,534,36,545,122,0,0,1,2
2017-05-23,1629,523,43,506,86,0,0,17,0
2017-05-24,1720,553,34,505,114,0,0,151,4
2017-05-25,1693,625,50,553,98,0,0,62,0
2017-05-26,1682,622,37,555,151,0,0,8,3
2017-05-27,1717,599,44,577,121,0,0,232,2
2017-05-28,1954,606,53,619,118,0,0,14,4
2017-05-29,1779,576,41,504,104,0,0,0,4
2017-05-30,1595,599,47,494,151,0,0,84,2
2017-05-31,1536,601,45,473,138,0,0,73,1
2017-06-01,1579,574,36,477,126,1,0,5,5
2017-06-02,1505,585,39,496,113,0,0,240,3
2017-06-03,1949,680,62,557,175,0,0,233,8
2017-06-04,2001,672,53,670,184,2,0,44,16
2017-06-05,2085,670,47,583,153,1,0,1,7
2017-06-06,1780,659,41,561,103,0,0,138,7
2017-06-07,1729,596,41,496,120,0,0,38,0
2017-06-08,1716,574,47,529,129,0,0,4,5
2017-06-09,1677,535,37,511,102,0,0,125,3
2017-06-10,1931,683,40,614,127,0,0,36,5
2017-06-11,1851,596,40,633,139,0,0,290,2
2017-06-12,1703,611,46,561,96,0,0,1,2
2017-06-13,1634,576,28,510,117,2,0,5,1
2017-06-14,1726,542,26,490,116,2,0,81,1
2017-06-15,1758,547,31,534,100,0,0,19,0
2017-06-16,1730,543,52,533,125,0,0,26,2
2017-06-17,1893,580,47,601,179,0,0,271,1
2017-06-18,2001,650,44,645,170,1,0,10,6
2017-06-19,1685,535,41,551,119,1,0,0,4
2017-06-20,1888,522,30,570,120,0,0,139,4
2017-06-21,1864,475,28,495,124,0,0,24,3
2017-06-22,1889,473,31,539,134,0,0,2,2
2017-06-23,1921,597,38,580,159,0,0,26,2
2017-06-24,1995,614,49,583,189,0,0,226,2
2017-06-25,2244,708,46,649,213,0,0,43,5
2017-06-26,1901,569,39,575,143,0,0,1,3
2017-06-27,1976,590,38,584,128,0,0,175,3
2017-06-28,1927,665,27,543,122,2,0,58,2
2017-06-29,1820,557,37,562,112,0,0,6,2
2017-06-30,1840,609,26,579,123,0,0,191,2
2017-07-01,2203,693,42,670,178,1,0,42,3
2017-07-02,2240,713,50,685,192,0,2,330,5
2017-07-03,2141,563,30,562,134,0,0,1,4
2017-07-04,2076,618,39,561,128,0,0,36,1
2017-07-05,2059,601,26,526,139,1,0,216,2
2017-07-06,2011,618,37,593,111,0,0,48,2
2017-07-07,2062,605,27,533,85,1,0,12,1
2017-07-08,2297,646,39,615,138,7,16,240,2
2017-07-09,2277,697,45,691,204,0,38,17,9
2017-07-10,2102,551,37,590,144,2,0,0,3
2017-07-11,2116,575,32,610,147,0,13,136,3
2017-07-12,1957,491,29,472,97,0,0,69,0
